game,year,review_text,rating,date,likes,topics
clash_of_clans,2025,"I used to have a 5 star review, but now this bug has been killing our clan for a month straight and has yet to be fixed. We used to have players always fill our clan, but out of nowhere, it suddenly stopped. Not a single person since then has joined. I think the Clan Notice just stopped working or something. I've even tried changing our clan settings, but still, nothing. Please fix this bug soon, others apparently have the same issue as me after doing some research.",2,2025-09-22 04:19:00,1197,"['SOCIAL', 'TECHNICAL']"
clash_of_clans,2025,"Started playing years ago. Still do but this game is slowly killing itself. The ""pay to win"" features are increasing every update. There's also more forgotten parts of the game that they just don't get rid of. ex: builder base can get maxed out in less than a year and then is just nothing. Clan base is newer and takes a little longer but just as forgettable when complete.",2,2025-06-08 00:22:01,1047,"['CONTENT & UPDATES', 'MONETIZATION', 'SOCIAL']"
clash_of_clans,2025,"How all multiplayer games should be! Great game to pick up whenever, no rush to do things at a set time and if you're attacked, no issue. Your buildings rebuild themselves and you get to collect some lost bounty back. After last update, mid way through every single fight, I get the network symbol and shortly afterwards, connection lost. I have no idea why as everything else works fine so has to be this app. It's getting very annoying now.",3,2025-07-19 09:34:27,539,"['CONTENT & UPDATES', 'GAMEPLAY', 'SOCIAL', 'TECHNICAL']"
clash_of_clans,2025,"I absolutely like this game. The graphics are unbelievable, the effects are cool, and all those events are really fun and thrilling to play. Updates are also massive, such as the removal of training time and upgrading time being lowered, Clash of Clans is back to the peak of the game. The only thing I want your developers to improve is the heroes upgrade. They are way too time-consuming and require a dedicated heart",5,2025-06-03 18:43:29,508,['VISUAL & AUDIO']
clash_of_clans,2025,"Good game but I have terrible internet connection. It's either happens when I'm attacking, building, or doing nothing. But that's not the issue, the issue is when I lose connection during a battle because if I don't finish putting down all my spells or troops I can't get full value which can make me lose a 3 star. This also happens during clan wars too. I go into battle, disconnect, takes one of my five attacks, then my clan mates get mad at me. This gets so bad that in fact, it works BETTER >🏙",3,2025-01-26 22:14:30,428,"['GAMEPLAY', 'SOCIAL', 'TECHNICAL']"
clash_of_clans,2025,"Clash of Clans has been my favorite game since childhood, and it still keeps me hooked. The gameplay, strategy, and regular updates make it worth playing even after so many years. However, I’ve noticed one issue — even after clearing the game’s cache, the storage space it takes up returns almost immediately. This can be frustrating for players with limited storage. Apart from that, it’s still my best game ever.",5,2025-08-09 23:20:12,4,"['GAMEPLAY', 'TECHNICAL']"
clash_of_clans,2026,"Great game! It has a very simple gameplay yet enormous strategies to use in the game making it fun and exciting to play. The updates are very much appreciated especially with the addition of the events and new townhall every few months or so. There are few bugs and lags on the server where I play for quite some time but not that bad, developers seem to fix it very quickly. I'll keep it 4 stars for future improvements.",4,2026-06-16 14:12:12,1928,"['CONTENT & UPDATES', 'GAMEPLAY', 'TECHNICAL']"
clash_of_clans,2026,"The Game is super fun to play. No bugs, no issues, no ads, no forcing for purchases and can be enjoyed by everyone. But this can be improved a lot by adding new features, strategies and customisation. Though all the structures are well designed there must be more customisation. I request the Supercell team to add these features if they understand me, then it will be one of the best games to ever exist!",5,2026-08-10 00:41:50,1881,"['CONTENT & UPDATES', 'GAMEPLAY', 'SOCIAL']"
clash_of_clans,2026,"U can't do July update on wifi! can't play at all July 2026. lost connection to server. can't do update. Do your damn updates in the play store like your supposed to. 5g will fix it, my tablet is screwed- UPDATE SUCKS. I started my clan over 10 years ago and the clan still has 20 members, about 6 that play all the time but don't do wars. WHY IS SUPERCELL IN MY CLANS CHATROOM TELLING PEOPLE THEY SHOULD LEAVE? We can't get the rude message out of the chat room, we tried. Disgusting.",1,2026-07-23 03:49:59,1206,"['CONTENT & UPDATES', 'SOCIAL', 'TECHNICAL']"
clash_of_clans,2026,"So recently, there's this card collecting event. And, I've just lost one duplicate card of super baby dragon when I requested to trade in the clan chat. I didn't even get a replacement of that card, instead, that card just disappeared out of existence. Neither do I see the card request in clan chat now, neither can I cancel the request, neither can I now get the card back. I've just lost the duplicate card which was supposed to be replaced. What the heck is this Supercell?",1,2026-08-04 22:14:24,1159,"['CONTENT & UPDATES', 'SOCIAL']"
clash_of_clans,2026,"The first 13 townhall levels are a good time and fun but after that the game turns into a massive waiting game resource grind. I'm currently at townhall 18 and each building takes 14 days to upgrade. Also the company is super greedy and poops on their high level loyal customers and showers new players in rewards and gifts. They only care about money and getting as much as possible from people, so why try and make loyal and long term customers happy when you can make new people paying customers?",2,2026-06-24 20:19:41,782,['GAMEPLAY']
clash_of_clans,2026,the game sets up loopholes that are unstoppable yet buries the people who actually try to fight in a fair and logical way. there's no fun in this game anymore which is sad since I've been playing since 2014.,1,2026-08-05 08:39:21,651,['GAMEPLAY']
clash_of_clans,2026,"why you hate me so much sc! just i got lost connection in league! with 0℅ demage! week ago, you demoted my account from l1 to l2 with 5132 trophies! not making sense! i report the issue, no fixing at all! the game now just full of bug! and bug! if there's a chance for me to gibe you no star i will do it!",1,2026-09-11 20:16:03,511,"['ACCOUNT & SUPPORT', 'MATCHMAKING & BALANCE', 'TECHNICAL']"
clash_of_clans,2026,"Latest update gave warden a bug, when the warden is about to jump a wall, and is hit by a spring trap, it gets stuck. hopefully its fixed asap, thanks.",1,2026-09-01 22:10:09,508,"['CONTENT & UPDATES', 'TECHNICAL']"
clash_of_clans,2026,1star Rating till you fix Special Event troops. I didnt get 10×Super Witch during Skeleton Event. Now I dont have 10×super Dragons in normal attacks. What kind of messed up bug is this that only affects me. I think this the 2nd strike and if this happens again I delete CoC. Its frustrating to see this happening to me alone.,5,2026-07-01 04:58:53,506,"['CONTENT & UPDATES', 'TECHNICAL']"
clash_of_clans,2026,"I love this game. The strategy and building your base are fulfilling, and there are so many strategies for fun attacks. I mean, I don't have to tell you it's a great game. My only complaint is the lack of different free items. It's been glowy ore every time and it's only 10. Ore in general needs work, especially the glowy and starry. Edit* adding new equipment that's good. I spend time and money on making it better just for you to nerf it is extremely aggravating and unfair. STOP DOING THAT.",3,2026-05-03 19:23:27,389,"['GAMEPLAY', 'MATCHMAKING & BALANCE', 'MONETIZATION']"
clash_of_clans,2026,"I love this game, but I am growing to resent the team. You are running this company like fame-hungry toddlers. Multi millions of dollars and you can't even get programmers that have any idea what they are doing or proper playtesting to ensure the player base (the people that pay for you to live the nice lives you live) can actually play the game and enjoy it without game breaking or disheartening outcomes due to glitch after glitch after glitch. It's truly embarrassing.",5,2026-09-01 15:28:12,209,"['MONETIZATION', 'TECHNICAL']"
clash_of_clans,2026,"I am insanely happy to hear that you will not be adding any loot based chest into the game. Hearing this in Judo Sloth Talks, knowing the game will never be a pay to win game or get a chance based rewards with money. That is more than enough to make me love the game more.",5,2026-07-11 00:00:25,171,['MONETIZATION']
clash_of_clans,2026,Whats with the revenge. You only get the same amount of loot that the other person looted from you. Its totally BS. No wonder people never plays this now. The time reduction and zero training time are amazing updates but this is like the game was going up and suddenly take a bad turn.,1,2026-08-19 17:03:40,152,['GAMEPLAY']
clash_of_clans,2026,"This is my third account this game is so AWESOME!!!! Did not think this game could get any better than it did!!! Love tue new version. Tye ship was great idea. Things could always be better ( like making the giants turn and fight when they are being attacked by hero or troops from clan castle ) just a thought! This game is worth the time and never gets old. Always something to look forward too completing. If you have not tried, what are you waiting for. LOVE THIS GAME! CLASH FOREVER!!!!",5,2026-06-24 02:02:00,141,"['ACCOUNT & SUPPORT', 'CONTENT & UPDATES', 'GAMEPLAY', 'SOCIAL']"
clash_of_clans,2026,"I started the game recently again, after a 1 star review I left last time I'm surprised to say, the game feels fresh and more fun to play, might be the time events? Definitely not the second village that's worst than old clash of clans but idk how to explain it, maybe the new rank system? I'm having so much fun playing the game nowadays.",4,2026-07-23 13:06:51,112,['MATCHMAKING & BALANCE']
clash_of_clans,2026,"""Fair"" leagues is an absolute lie, you play all the time vs 1 townhall above you atleast, th9 must face th10 bases with inferno towers and the th10 uses sieges. for example, so you wasting your time trying to play fair as this game is NOT fair unless you the townhall above but then they place you vs townhalls above that one too. so LEAGUE is useless for this game.",1,2026-08-13 02:28:22,100,['MATCHMAKING & BALANCE']
clash_of_clans,2026,Absolutely love this game and I'm hooked! Here's some things i would love to see in the game though..Could you make it more interactive like with clash royale where you could leave messages to compliment bases when you lose etc. Could you do more themes like with valentines day or daily rewards? Where you can get boosts etc. Can you play against your own base and see how you fair against yourself to test it? And also let there be more challenges in the main world. Save drafts when wifi lags.,4,2026-02-26 02:24:34,79,"['GAMEPLAY', 'MATCHMAKING & BALANCE']"
clash_of_clans,2026,"I love the game but it would be great if you can donate elixir, dark elixir and gold to your clanmates and friends for when you have too much and they are struggling. It would just make it alot better and you'll be able to help your friends. It would also be cool if you could help your friends finish research or buildings faster.",5,2026-05-30 16:07:30,78,"['ACCOUNT & SUPPORT', 'GAMEPLAY']"
clash_of_clans,2026,The game has been improving every update. The dev team is doing a great job. It's still not perfect. I think some things in the game can still be improved.,5,2026-07-20 00:37:24,72,['CONTENT & UPDATES']
clash_of_clans,2026,"great game, horrendous support. Can't access my village, have literal matvhing IDs, achievements, drvicr history, name, everything",1,2026-08-08 00:40:48,72,['ACCOUNT & SUPPORT']
clash_of_clans,2026,"This used to be a fun game, but Super Cell has embraced vibe coded AI slop and the game is now full of bugs and new features that don't work. So instead of fun, you're now constantly annoyed.",1,2026-07-16 14:36:45,58,"['CONTENT & UPDATES', 'GAMEPLAY', 'TECHNICAL']"
clash_of_clans,2026,"Clash of Clans is an amazing strategy game that still stands at the top of its genre. It offers a perfect mix of base building, attacking strategies, and teamwork through clans. Regular updates and new events keep the game fresh and exciting. The graphics are simple yet appealing, and the gameplay is smooth. Features like Clan Wars and Clan Capital make teamwork even more fun and engaging. The best part is that even as a free-to-play game, you can still progress with skill and strategy.",5,2026-04-01 01:00:23,53,"['GAMEPLAY', 'SOCIAL', 'VISUAL & AUDIO']"
clash_of_clans,2026,"Really interesting game. Goofy characters interest the mechanic. It's like Boom Beach but with a main difference. I guess there were more bugs years ago. But as of now, I'll rate it 4 stars. Because no matter how good the base is. Someone at some point always manages to break into the base, which is very pointless, but you do the same as the others.",4,2026-03-27 10:39:43,49,['GAMEPLAY']
clash_of_clans,2026,"ranked mode needs to be fixed, I lost connection originally on my 5th ranked attack & obviously ended losing that one, then the 6th attack started with me losing because the game was out of sync somehow, & I can't even redo my own ranked attacks since this happened!",1,2026-07-29 03:13:06,48,"['CONTENT & UPDATES', 'GAMEPLAY', 'MATCHMAKING & BALANCE', 'TECHNICAL']"
clash_of_clans,2026,"I love clash but there is a serious issue where it will kick me out and say please reload game due to network issues. There is nothing wrong with my network, and it's very frustrating when you're trying to go to attack and war and it just tells you to reload so you don't get your attack off... help me fix that and I'll give you a five stars. update 5-17-26: it's getting worse and it crashes on launch this is a newer phone but I'm not having any issue on my PC playing it...",1,2026-05-18 14:57:36,47,"['CONTENT & UPDATES', 'GAMEPLAY', 'TECHNICAL']"
clash_of_clans,2026,"Honestly brilliant game, good thing to pass the time. Management is fun, upgrading is satisfying, and it's f2p friendly. I'd rate it 5 stars if it weren't for builder base. It adds almost nothing to the actual game besides gear ups and an extra builder, and managing it and attacking feels more like a chore than fun. I recommend you add more features to make it more involved with the clan and main base, something to make it feel like a part of the game as opposed to a separate extra useless thing",4,2026-04-23 00:59:04,47,['SOCIAL']
clash_of_clans,2026,The new league system should be separate from star bonus perks. Bring back the old trophy system. Supercell also needs a better management system for obstacles! There's no justifiable reason why obstacles should stop spawning based on how many obstacles are in the stash. It's such a hidden mechanic that's not disclosed.,1,2026-05-06 21:57:56,46,"['GAMEPLAY', 'MATCHMAKING & BALANCE']"
clash_of_clans,2026,"Everything in this game is good just one thing cant we use our hero while we upgrade them. Like you can make them look they are training and once we took them battle during the training time just cut the time we use them, man it will really really help us enjoy the game more",5,2026-07-15 19:54:18,42,"['CONTENT & UPDATES', 'GAMEPLAY']"
clash_of_clans,2026,"I was having a perfect run on the ranked attacks and suddenly the app restarted, due internet connectivity problems. it didn't even let me join the last attack. I hated this new trophy mechanism, but this is absolutely unacceptable. fix the damn server or atleast bother to give the option to join the active attacks to players. Don't implement new system if you don't know how to handle it.",1,2026-04-09 11:59:19,41,"['GAMEPLAY', 'MATCHMAKING & BALANCE', 'TECHNICAL']"
clash_of_clans,2026,"The game is overall great but I still do not understand why the battles end when the player loses connection to the game. I know that the battles are pre-determined as the players take action deploying troops, spells and siege machines, but it is illogical to immediately end a battle even though there is time left for the player to commence the attack, while they are disconnected. I believe this is the sole issue I have found in the game.",5,2026-04-10 06:11:58,40,"['GAMEPLAY', 'TECHNICAL']"
clash_of_clans,2026,"Good solid classic city building war strategic game. Unlike other games in the same genre, it's easier to comeback to and the game isn't pushing you to be hyper competitive just to survive. You can play at your own pace as casual player and you won't lose everything you've worked for. Edit: They thankfully fixed the journey rewards, since I finally got Royal Champion chest that's bugging just because I wasn't online when I reached it.👍❤️",5,2026-09-14 23:31:08,40,"['GAMEPLAY', 'MATCHMAKING & BALANCE', 'SOCIAL']"
clash_of_clans,2026,"⭐⭐⭐⭐⭐ Best Game Ever! Clash of Clans is honestly one of the most addictive and strategic games I’ve ever played. The graphics are smooth, the gameplay is super engaging, and there’s always something new to do—whether it’s upgrading your village, attacking enemies, or joining clan wars. The best part is the teamwork. Playing with clan members, planning attacks, and winning wars together feels amazing. The game also keeps getting updates, so it never feels boring. Controls are simple",5,2026-04-06 01:48:02,40,"['GAMEPLAY', 'SOCIAL', 'VISUAL & AUDIO']"
clash_of_clans,2026,They added too many stuffs into the game. As an older player who returned I feel overwhelmed.,1,2026-07-07 11:38:37,38,"['GAMEPLAY', 'SOCIAL']"
clash_of_clans,2026,"Clash of Clans is a really fun and well-made game. It’s focused on grinding and taking your time, which is actually the whole point of it. The game is entertaining, time-consuming, and enjoyable without feeling unfair. It’s also great for free-to-play players since you can progress without needing to spend money. The game does a good job of guiding you at the start instead of throwing you into confusing mechanics. Overall, it’s a solid, well-balanced game that has only gotten better over time.",5,2026-04-18 06:20:23,38,"['MATCHMAKING & BALANCE', 'MONETIZATION']"
clash_of_clans,2026,"My favorite game is clash of clans. I don't play any other game except clash of clans game. My Town hall - 15. All the updates that you are bringing in the game are very good but new and old things should be given. For example -Equipment, hero skin, all these things are available from the shop. And make the base a little bigger so that it can hold more things.",5,2026-06-12 03:48:36,37,"['CONTENT & UPDATES', 'VISUAL & AUDIO']"
clash_of_clans,2026,"This is the best game I have ever played. There are many things to do in it, but it always feels like some thing is missing, which is that the game feels empty, and to fill in the emptyness, the develpers shall make the game a little like clasha-rama. where the base is not the only thing to interact with. And by that I mean to add some lore to the game. As i know that only one revive is not enough for a huge update, but still I hope for good, and also to know what's behind the welcoming forest.",5,2026-05-01 15:40:51,35,['CONTENT & UPDATES']
clash_of_clans,2026,"I have been playing this game since 2019. Although this game gave so much happy memories. The game has changed Alot since these years But some animations and instability of server have annoyed me so much. I have changed my device many times Whether its Oppo f21 pro , an old android or a Good PC, you still get that Dawm ""Client-server disconnected"" and ""Connection errors"". Even if u get connection error at the end of your ranked battle, your attack is counted and you get 0 trophies. FIX PLZ!!!",4,2026-08-12 00:38:04,34,"['GAMEPLAY', 'MATCHMAKING & BALANCE', 'TECHNICAL']"
clash_of_clans,2026,"“Clash of Clans is a really fun and addictive game! The experience of designing a base, training troops, and waging war with clans is great. The graphics are beautiful, the sound effects are good, and there are regular updates. However, even with a high-level Town Hall, sometimes it is difficult to attack due to the low trophies. It takes time to upgrade, so patience is essential. If you play patiently, it is definitely a very enjoyable and one of the best strategy games.”but so Network problem.",5,2026-08-13 16:40:36,33,"['GAMEPLAY', 'VISUAL & AUDIO']"
clash_of_clans,2026,"Having multiple ore types to upgrade Hero Equipment is a major progression bottleneck. Each ore is difficult to earn and the rewards are often unpredictable, making upgrades feel slow and frustrating. It makes upgrades feel restrictive and pushes the game toward a pay-to-win model.",2,2026-07-16 23:56:50,33,"['CONTENT & UPDATES', 'GAMEPLAY', 'MONETIZATION']"
clash_of_clans,2026,Slow loading and always crash or close app.,5,2026-09-12 01:08:29,32,['TECHNICAL']
clash_of_clans,2026,I had been playing it for almost 10 years...and this is my fav ever. But the real issues are the upgrade...they are too much lengthy and it would just shake your head. I really want Supercell to reduce the upgrades and limit to max 5Days...not more than that.I am giving it 5 stars because the whole gameplay amazing...it gives an addictive and attractive gameplay..and the best thing it wouldn't hamper your studies because it takes max. 10-15 mins to do everything you can do at once u open it.,5,2026-07-01 17:53:20,32,['GAMEPLAY']
clash_of_clans,2026,"Game has become too complex, so many bases and so many places to click. if blacksmith resources are full, what to do with them? capitol gold is full, no more upgrades. you should delete capitol and builder base and get something new now.",1,2026-05-30 08:47:50,32,"['CONTENT & UPDATES', 'GAMEPLAY']"
clash_of_clans,2026,"Well.... there is much to say about this game. I am really enjoying the game. Good troops, good mechanics, Bunch of clubs to join, also good upgrades. But there's one thing I bit dislike. except gold storage, gold mine, clan castle, and laboratory, all the other resources including walls require Coins for upgrade. For upgrades, Elixir is used very less times. Nothing much, overall the game good and enjoyable . 😊😁",4,2026-05-02 14:50:39,31,['SOCIAL']
clash_of_clans,2026,"FANTASTIC, it was like 2 yrs ago since I played and it is INCREDIBLE the U.I. has changes and it is great to see that training no longer needs time!! I would really like it though if we allowed to have pre-reserved upgrading, to balance it, it would cost a little more than the specified amount to reserve an upgrade. Anyways, remember to not focus on rushing (I'm talking to THOSE players, no offense) and it is not about the progress.. it is about the people we met. HAVE FUN!!",5,2026-05-25 21:57:50,31,"['MATCHMAKING & BALANCE', 'MONETIZATION']"
clash_of_clans,2026,"Ever since the recent updates, I constantly get the ""Client and server are out of sync"" pop-up. I have cleared my cache and checked the play store, but there are no new updates available. It incredibly frustrating to get kicked out in the middle of managing my base. Please fix your servers!",2,2026-05-17 20:44:00,31,['TECHNICAL']
clash_of_clans,2026,"Absolutely love the game, have been playing it since launch. Recently tho the gameplay has been annoying, it's like if you don't play all the time then you won't get anywhere. I love the new attacking and ranking system, accept for if I don't do my ranked attacks, I get demoted and if I don't sign up, I also get demoted. Sometimes I just wanna play without having to worry if I have to attack or not. Everyting else is great, but that one feature makes it not be a 5 star for me.",3,2026-04-07 04:57:28,30,"['CONTENT & UPDATES', 'GAMEPLAY', 'MATCHMAKING & BALANCE']"
clash_of_clans,2026,"Clash of Clans is one of the best strategy games I have ever played. The game offers a perfect mix of village building, resource management, and exciting battles. I really enjoy participating in Clan Wars and Clan Games with friends. The developers continue to add new content and improvements, which keeps the game fresh and interesting. The graphics are great, the matchmaking is fair, and there are many ways to progress even without spending money. Highly recommended to anyone who loves strategy",5,2026-06-30 09:53:38,29,"['CONTENT & UPDATES', 'GAMEPLAY', 'MATCHMAKING & BALANCE', 'SOCIAL', 'VISUAL & AUDIO']"
clash_of_clans,2026,"The experience lasts about 5-15 minutes because of attacks, but their purpose of the game is to upgrade and you can upgrade about 6 things at a time. by the time you unlock the 4 builder each building takes 1 to 3 days. I have never had the game crash. However, it does require internet or Wi-Fi, I do not know which. I always get the two mixed up. there are no advertisements. You can buy items in the game with real world currency, but it is only cosmetics and basic loot, like coins.",4,2026-06-24 12:12:03,29,"['MONETIZATION', 'TECHNICAL']"
clash_of_clans,2026,"This game has action, lore, and all in between which is why I love playing this game so much! it's a game with basic rules that makes it easy to pick up and play which makes the experience even more enjoyable! You get to explore different worlds, while battling difficult enemy kingdoms in a click to drop style! In conclusion I'd recommend anyone and everyone to play Crash of Clans! Thank You for listening!",5,2026-06-06 06:02:05,29,['TECHNICAL']
